c1,c2,c3,c4
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7225,0.0,0.0,0.2775
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.72,0.0,0.0,0.28
0.72,0.0,0.0,0.28
0.7175,0.0,0.0,0.2825
0.72,0.0,0.0,0.28
0.7175,0.0,0.0,0.2825
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.7125,0.0,0.0,0.2875
0.71,0.0,0.0,0.29
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.7125,0.0,0.0,0.2875
0.71,0.0,0.0,0.29
0.71,0.0,0.0,0.29
0.7125,0.0,0.0,0.2875
0.71,0.0,0.0,0.29
0.7075,0.0,0.0,0.2925
0.7075,0.0,0.0,0.2925
0.7075,0.0,0.0,0.2925
0.7075,0.0,0.0,0.2925
0.7075,0.0,0.0,0.2925
0.71,0.0,0.0,0.29
0.7125,0.0,0.0,0.2875
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.7175,0.0,0.0,0.2825
0.7175,0.0,0.0,0.2825
0.7175,0.0,0.0,0.2825
0.72,0.0,0.0,0.28
0.72,0.0,0.0,0.28
0.7225,0.0,0.0,0.2775
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.72,0.0,0.0,0.28
0.72,0.0,0.0,0.28
0.72,0.0,0.0,0.28
0.7175,0.0,0.0,0.2825
0.7175,0.0,0.0,0.2825
0.7175,0.0,0.0,0.2825
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.715,0.0,0.0,0.285
0.7175,0.0,0.0,0.2825
0.72,0.0,0.0,0.28
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.72,0.0,0.0,0.28
0.7225,0.0,0.0,0.2775
0.72,0.0,0.0,0.28
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.7225,0.0,0.0,0.2775
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.73,0.0,0.0,0.27
0.73,0.0,0.0,0.27
0.7275,0.0,0.0,0.2725
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.725,0.0,0.0,0.275
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.7275,0.0,0.0,0.2725
0.73,0.0,0.0,0.27
0.7325,0.0,0.0,0.2675
0.7325,0.0,0.0,0.2675
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.7575,0.0,0.0,0.2425
0.76,0.0,0.0,0.24
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7625,0.0,0.0,0.2375
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.7625,0.0,0.0,0.2375
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7575,0.0,0.0,0.2425
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.76,0.0,0.0,0.24
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.7575,0.0,0.0,0.2425
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.7575,0.0,0.0,0.2425
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.755,0.0,0.0,0.245
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.745,0.0,0.0,0.255
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.735,0.0,0.0,0.265
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.7375,0.0,0.0,0.2625
0.74,0.0,0.0,0.26
0.74,0.0,0.0,0.26
0.7425,0.0,0.0,0.2575
0.745,0.0,0.0,0.255
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
0.75,0.0,0.0,0.25
0.75,0.0,0.0,0.25
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.7525,0.0,0.0,0.2475
0.75,0.0,0.0,0.25
0.7475,0.0,0.0,0.2525
