c1,c2,c3,c4
0.0925,0.345,0.185,0.3775
0.0925,0.345,0.185,0.3775
0.0925,0.3425,0.185,0.38
0.0925,0.3425,0.1875,0.3775
0.0925,0.3425,0.1875,0.3775
0.0925,0.345,0.1875,0.375
0.0925,0.3425,0.19,0.375
0.0925,0.3425,0.19,0.375
0.0925,0.34,0.19,0.3775
0.0925,0.34,0.19,0.3775
0.0925,0.3425,0.19,0.375
0.0925,0.3425,0.19,0.375
0.09,0.3425,0.1925,0.375
0.09,0.3425,0.1925,0.375
0.09,0.34,0.1925,0.3775
0.09,0.34,0.195,0.375
0.0925,0.34,0.195,0.3725
0.0925,0.34,0.1975,0.37
0.0925,0.34,0.1975,0.37
0.0925,0.3375,0.1975,0.3725
0.0925,0.3375,0.1975,0.3725
0.0925,0.34,0.1975,0.37
0.0925,0.34,0.1975,0.37
0.0925,0.3375,0.1975,0.3725
0.0925,0.3375,0.1975,0.3725
0.0925,0.3375,0.1975,0.3725
0.0925,0.34,0.1975,0.37
0.0925,0.34,0.1975,0.37
0.095,0.34,0.195,0.37
0.095,0.3425,0.195,0.3675
0.095,0.3425,0.195,0.3675
0.0925,0.3425,0.195,0.37
0.09,0.3425,0.1975,0.37
0.09,0.3425,0.1975,0.37
0.09,0.3425,0.195,0.3725
0.09,0.34,0.1975,0.3725
0.09,0.34,0.195,0.375
0.09,0.34,0.195,0.375
0.0925,0.34,0.1925,0.375
0.0925,0.34,0.1925,0.375
0.0925,0.34,0.1925,0.375
0.0925,0.34,0.1925,0.375
0.0925,0.34,0.19,0.3775
0.095,0.3375,0.19,0.3775
0.0925,0.3375,0.19,0.38
0.09,0.3375,0.19,0.3825
0.09,0.335,0.19,0.385
0.09,0.335,0.19,0.385
0.09,0.3375,0.1875,0.385
0.09,0.34,0.185,0.385
0.09,0.34,0.185,0.385
0.09,0.3375,0.1875,0.385
0.09,0.34,0.185,0.385
0.09,0.34,0.1875,0.3825
0.09,0.34,0.1875,0.3825
0.09,0.34,0.1875,0.3825
0.0925,0.34,0.1875,0.38
0.0925,0.3425,0.185,0.38
0.09,0.3425,0.185,0.3825
0.09,0.3425,0.185,0.3825
0.09,0.345,0.185,0.38
0.09,0.345,0.185,0.38
0.09,0.345,0.185,0.38
0.09,0.3475,0.185,0.3775
0.0875,0.35,0.185,0.3775
0.0875,0.3525,0.185,0.375
0.0875,0.3525,0.185,0.375
0.0875,0.3525,0.1875,0.3725
0.0875,0.3525,0.1875,0.3725
0.0875,0.3525,0.1875,0.3725
0.085,0.3525,0.1875,0.375
0.085,0.355,0.1875,0.3725
0.0875,0.3525,0.1875,0.3725
0.085,0.355,0.1875,0.3725
0.085,0.3575,0.1875,0.37
0.085,0.355,0.19,0.37
0.085,0.355,0.19,0.37
0.085,0.3525,0.1925,0.37
0.085,0.3525,0.1925,0.37
0.085,0.355,0.1925,0.3675
0.085,0.3525,0.1925,0.37
0.0875,0.3525,0.1925,0.3675
0.09,0.3525,0.1925,0.365
0.09,0.3525,0.19,0.3675
0.0925,0.3525,0.19,0.365
0.0925,0.35,0.19,0.3675
0.0925,0.35,0.1875,0.37
0.0925,0.35,0.19,0.3675
0.095,0.35,0.19,0.365
0.095,0.35,0.1875,0.3675
0.095,0.3475,0.19,0.3675
0.095,0.3475,0.19,0.3675
0.095,0.3475,0.19,0.3675
0.095,0.3475,0.19,0.3675
0.095,0.3475,0.19,0.3675
0.095,0.35,0.19,0.365
0.095,0.3525,0.19,0.3625
0.0975,0.35,0.19,0.3625
0.0975,0.3525,0.19,0.36
0.0975,0.3525,0.1875,0.3625
0.0975,0.355,0.185,0.3625
0.0975,0.355,0.185,0.3625
0.0975,0.355,0.185,0.3625
0.1,0.355,0.185,0.36
0.1,0.355,0.185,0.36
0.1,0.355,0.1825,0.3625
0.1,0.3575,0.18,0.3625
0.1,0.3575,0.18,0.3625
0.1,0.36,0.18,0.36
0.1,0.36,0.1825,0.3575
0.1,0.3575,0.1825,0.36
0.1,0.3575,0.1825,0.36
0.1,0.36,0.1825,0.3575
0.1,0.3575,0.1825,0.36
0.1,0.355,0.1825,0.3625
0.1,0.355,0.1825,0.3625
0.1,0.3525,0.1825,0.365
0.1,0.355,0.1825,0.3625
0.1,0.355,0.1825,0.3625
0.1,0.3525,0.185,0.3625
0.1,0.3525,0.1825,0.365
0.1,0.355,0.18,0.365
0.1,0.355,0.1775,0.3675
0.1,0.3575,0.1775,0.365
0.1,0.355,0.18,0.365
0.1,0.355,0.18,0.365
0.1,0.355,0.1825,0.3625
0.0975,0.3575,0.1825,0.3625
0.0975,0.355,0.1825,0.365
0.0975,0.355,0.1825,0.365
0.0975,0.3575,0.1825,0.3625
0.095,0.3575,0.185,0.3625
0.095,0.355,0.1875,0.3625
0.095,0.3575,0.1875,0.36
0.095,0.3575,0.1875,0.36
0.095,0.355,0.19,0.36
0.095,0.355,0.1875,0.3625
0.095,0.355,0.1875,0.3625
0.095,0.3525,0.19,0.3625
0.095,0.355,0.1875,0.3625
0.095,0.3525,0.1875,0.365
0.095,0.35,0.19,0.365
0.0925,0.35,0.19,0.3675
0.095,0.35,0.1875,0.3675
0.095,0.3525,0.1875,0.365
0.095,0.35,0.19,0.365
0.095,0.3475,0.19,0.3675
0.0925,0.3475,0.19,0.37
0.0925,0.345,0.1925,0.37
0.0925,0.345,0.1925,0.37
0.09,0.3475,0.1925,0.37
0.09,0.35,0.1925,0.3675
0.09,0.35,0.1925,0.3675
0.09,0.35,0.1925,0.3675
0.09,0.35,0.1925,0.3675
0.09,0.35,0.1925,0.3675
0.09,0.35,0.1925,0.3675
0.09,0.3525,0.1925,0.365
0.09,0.35,0.1925,0.3675
0.09,0.35,0.195,0.365
0.09,0.3525,0.195,0.3625
0.09,0.3525,0.195,0.3625
0.09,0.35,0.195,0.365
0.09,0.35,0.195,0.365
0.09,0.3475,0.195,0.3675
0.0875,0.35,0.195,0.3675
0.085,0.35,0.195,0.37
0.085,0.35,0.195,0.37
0.085,0.3475,0.1975,0.37
0.085,0.3475,0.1975,0.37
0.0825,0.3475,0.1975,0.3725
0.0825,0.35,0.1975,0.37
0.0825,0.3525,0.1975,0.3675
0.0825,0.355,0.1975,0.365
0.0825,0.355,0.195,0.3675
0.085,0.3525,0.195,0.3675
0.085,0.3525,0.195,0.3675
0.085,0.35,0.195,0.37
0.085,0.3475,0.1975,0.37
0.085,0.345,0.1975,0.3725
0.0825,0.3475,0.1975,0.3725
0.085,0.3475,0.195,0.3725
0.085,0.3475,0.195,0.3725
0.085,0.3475,0.1925,0.375
0.0825,0.3475,0.1925,0.3775
0.0825,0.3475,0.1925,0.3775
0.0825,0.3475,0.1925,0.3775
0.0825,0.345,0.195,0.3775
0.0825,0.345,0.1975,0.375
0.0825,0.345,0.2,0.3725
0.0825,0.345,0.2025,0.37
0.0825,0.345,0.2025,0.37
0.0825,0.345,0.2025,0.37
0.0825,0.345,0.2,0.3725
0.0825,0.3425,0.2025,0.3725
0.0825,0.3425,0.2,0.375
0.0825,0.34,0.2025,0.375
0.0825,0.3375,0.2025,0.3775
0.08,0.34,0.2025,0.3775
0.08,0.3375,0.2025,0.38
0.0825,0.335,0.2025,0.38
0.0825,0.3325,0.2025,0.3825
0.0825,0.3325,0.205,0.38
0.085,0.33,0.205,0.38
0.085,0.3275,0.205,0.3825
0.085,0.3275,0.205,0.3825
0.0825,0.3275,0.205,0.385
0.0825,0.325,0.205,0.3875
0.0825,0.325,0.205,0.3875
0.0825,0.325,0.205,0.3875
0.0825,0.325,0.205,0.3875
0.0825,0.3225,0.205,0.39
0.0825,0.3225,0.205,0.39
0.0825,0.3225,0.205,0.39
0.0825,0.3225,0.205,0.39
0.0825,0.32,0.2075,0.39
0.0825,0.32,0.2075,0.39
0.085,0.32,0.2075,0.3875
0.0875,0.32,0.205,0.3875
0.09,0.32,0.205,0.385
0.09,0.32,0.205,0.385
0.09,0.32,0.205,0.385
0.09,0.3225,0.2025,0.385
0.09,0.32,0.2025,0.3875
0.09,0.3225,0.2025,0.385
0.09,0.325,0.2,0.385
0.0875,0.325,0.2025,0.385
0.0875,0.325,0.2025,0.385
0.0875,0.325,0.2,0.3875
0.0875,0.3275,0.1975,0.3875
0.09,0.3275,0.1975,0.385
0.09,0.325,0.2,0.385
0.09,0.3275,0.2,0.3825
0.09,0.33,0.2,0.38
0.09,0.3275,0.2025,0.38
0.09,0.3275,0.2025,0.38
0.0925,0.325,0.2025,0.38
0.0925,0.3225,0.205,0.38
0.0925,0.3225,0.2075,0.3775
0.0925,0.325,0.2075,0.375
0.0925,0.3225,0.21,0.375
0.0925,0.3225,0.2125,0.3725
0.09,0.325,0.2125,0.3725
0.09,0.3275,0.2125,0.37
0.09,0.3275,0.21,0.3725
0.09,0.3275,0.21,0.3725
0.09,0.3275,0.21,0.3725
0.09,0.33,0.21,0.37
0.09,0.33,0.2125,0.3675
0.0925,0.33,0.21,0.3675
0.095,0.33,0.21,0.365
0.095,0.3275,0.21,0.3675
0.095,0.3275,0.21,0.3675
0.095,0.3275,0.2075,0.37
0.095,0.3275,0.2075,0.37
0.095,0.325,0.2075,0.3725
0.095,0.325,0.2075,0.3725
0.095,0.325,0.2075,0.3725
0.095,0.3225,0.2075,0.375
0.095,0.3225,0.21,0.3725
0.095,0.32,0.2125,0.3725
0.095,0.32,0.21,0.375
0.095,0.32,0.2125,0.3725
0.095,0.3175,0.215,0.3725
0.0975,0.315,0.215,0.3725
0.0975,0.3175,0.215,0.37
0.1,0.315,0.215,0.37
0.1,0.315,0.215,0.37
0.1,0.3175,0.215,0.3675
0.1025,0.3175,0.2125,0.3675
0.1025,0.3175,0.2125,0.3675
0.1025,0.315,0.2125,0.37
0.1025,0.3125,0.2125,0.3725
0.1,0.3125,0.2125,0.375
0.1,0.315,0.2125,0.3725
0.1,0.315,0.2125,0.3725
0.1,0.315,0.21,0.375
0.1,0.3125,0.21,0.3775
0.1,0.31,0.21,0.38
0.0975,0.31,0.21,0.3825
0.0975,0.3075,0.21,0.385
0.0975,0.3075,0.2075,0.3875
0.1,0.3075,0.205,0.3875
0.1,0.305,0.205,0.39
0.0975,0.305,0.2075,0.39
0.0975,0.3025,0.2075,0.3925
0.1,0.3025,0.2075,0.39
0.0975,0.305,0.2075,0.39
0.0975,0.3025,0.2075,0.3925
0.0975,0.3025,0.2075,0.3925
0.095,0.3025,0.2075,0.395
0.095,0.305,0.2075,0.3925
0.0925,0.305,0.2075,0.395
0.0925,0.305,0.2075,0.395
0.0925,0.3025,0.21,0.395
0.0925,0.3,0.21,0.3975
0.0925,0.2975,0.21,0.4
0.0925,0.2975,0.21,0.4
0.0925,0.2975,0.2125,0.3975
0.0925,0.2975,0.21,0.4
0.0925,0.295,0.21,0.4025
0.0925,0.2975,0.21,0.4
0.0925,0.295,0.21,0.4025
0.0925,0.295,0.2075,0.405
0.0925,0.295,0.205,0.4075
0.0925,0.295,0.2075,0.405
0.0925,0.295,0.2075,0.405
0.0925,0.295,0.2075,0.405
0.0925,0.2975,0.205,0.405
0.0925,0.3,0.2025,0.405
0.0925,0.3,0.2025,0.405
0.0925,0.3,0.2025,0.405
0.0925,0.3,0.2025,0.405
0.0925,0.3,0.2025,0.405
0.0925,0.2975,0.2025,0.4075
0.0925,0.2975,0.2025,0.4075
0.0925,0.2975,0.2025,0.4075
0.0925,0.2975,0.2025,0.4075
0.0925,0.3,0.2025,0.405
0.0925,0.3025,0.2025,0.4025
0.095,0.3025,0.2025,0.4
0.095,0.3025,0.205,0.3975
0.095,0.3025,0.205,0.3975
0.095,0.3,0.205,0.4
0.095,0.3,0.205,0.4
0.095,0.2975,0.2075,0.4
0.0975,0.2975,0.205,0.4
0.0975,0.295,0.2075,0.4
0.0975,0.2925,0.2075,0.4025
0.0975,0.29,0.2075,0.405
0.0975,0.2925,0.2075,0.4025
0.0975,0.29,0.21,0.4025
0.0975,0.29,0.21,0.4025
0.0975,0.29,0.2075,0.405
0.0975,0.2875,0.21,0.405
0.0975,0.2875,0.21,0.405
0.0975,0.2875,0.21,0.405
0.0975,0.29,0.21,0.4025
0.0975,0.29,0.21,0.4025
0.0975,0.2875,0.21,0.405
0.0975,0.2875,0.21,0.405
0.0975,0.285,0.2125,0.405
0.0975,0.2875,0.2125,0.4025
0.0975,0.285,0.2125,0.405
0.0975,0.2825,0.2125,0.4075
0.0975,0.285,0.2125,0.405
0.1,0.285,0.2125,0.4025
0.1,0.285,0.2125,0.4025
0.1,0.285,0.2125,0.4025
0.1,0.285,0.2125,0.4025
0.1,0.285,0.215,0.4
0.1,0.2825,0.215,0.4025
0.1,0.285,0.215,0.4
0.1,0.2875,0.2125,0.4
0.1,0.29,0.2125,0.3975
0.1,0.2925,0.2125,0.395
0.1,0.2925,0.2125,0.395
0.1,0.2925,0.2125,0.395
0.1,0.2925,0.2125,0.395
0.1025,0.29,0.2125,0.395
0.1025,0.2925,0.2125,0.3925
0.1025,0.295,0.21,0.3925
0.1025,0.295,0.21,0.3925
0.1025,0.2925,0.21,0.395
0.1025,0.29,0.21,0.3975
0.1025,0.2875,0.2125,0.3975
0.1025,0.285,0.2125,0.4
0.1,0.285,0.2125,0.4025
0.1,0.2825,0.2125,0.405
0.1,0.2825,0.215,0.4025
0.1,0.285,0.215,0.4
0.1,0.2825,0.215,0.4025
0.1,0.2825,0.215,0.4025
0.1,0.285,0.215,0.4
0.1025,0.285,0.215,0.3975
0.1025,0.2875,0.215,0.395
0.1025,0.29,0.215,0.3925
0.1025,0.2875,0.215,0.395
0.1025,0.2875,0.2125,0.3975
0.1025,0.285,0.2125,0.4
0.1025,0.2825,0.2125,0.4025
0.1025,0.2825,0.21,0.405
0.1025,0.2825,0.21,0.405
0.1025,0.28,0.21,0.4075
0.1025,0.28,0.2125,0.405
0.1025,0.28,0.2125,0.405
0.1,0.2825,0.2125,0.405
0.1,0.2825,0.2125,0.405
0.1,0.285,0.2125,0.4025
0.0975,0.2875,0.2125,0.4025
0.1,0.2875,0.21,0.4025
0.1,0.285,0.21,0.405
0.0975,0.2875,0.21,0.405
0.0975,0.285,0.2125,0.405
0.095,0.285,0.215,0.405
0.095,0.285,0.2175,0.4025
0.095,0.2875,0.215,0.4025
0.095,0.2875,0.2175,0.4
0.0975,0.2875,0.2175,0.3975
0.0975,0.2875,0.2175,0.3975
0.0975,0.29,0.2175,0.395
0.1,0.29,0.2175,0.3925
0.1,0.2925,0.2175,0.39
0.1,0.2925,0.2175,0.39
0.1,0.2925,0.2175,0.39
0.1,0.2925,0.2175,0.39
0.1,0.29,0.2175,0.3925
0.1,0.2875,0.2175,0.395
0.1,0.285,0.22,0.395
0.1025,0.285,0.22,0.3925
0.1025,0.2875,0.22,0.39
0.1025,0.29,0.22,0.3875
0.1025,0.29,0.22,0.3875
0.1025,0.29,0.22,0.3875
0.1025,0.29,0.22,0.3875
0.1025,0.29,0.22,0.3875
0.1025,0.29,0.22,0.3875
0.1025,0.2925,0.22,0.385
0.1025,0.29,0.2225,0.385
0.1025,0.2925,0.2225,0.3825
0.1025,0.2925,0.225,0.38
0.1025,0.29,0.225,0.3825
0.1025,0.2875,0.225,0.385
0.1025,0.2875,0.225,0.385
0.1,0.2875,0.225,0.3875
0.1,0.2875,0.225,0.3875
0.1,0.285,0.225,0.39
0.0975,0.285,0.2275,0.39
0.0975,0.285,0.2275,0.39
0.0975,0.2875,0.2275,0.3875
0.0975,0.29,0.2275,0.385
0.0975,0.2875,0.2275,0.3875
0.0975,0.29,0.2275,0.385
0.0975,0.2875,0.23,0.385
0.0975,0.2875,0.23,0.385
0.095,0.2875,0.2325,0.385
0.095,0.285,0.2325,0.3875
0.095,0.2825,0.235,0.3875
0.095,0.285,0.2325,0.3875
0.095,0.285,0.2325,0.3875
0.095,0.285,0.23,0.39
0.095,0.285,0.23,0.39
0.095,0.285,0.23,0.39
0.095,0.285,0.23,0.39
0.095,0.2825,0.23,0.3925
0.095,0.2825,0.2325,0.39
0.0975,0.28,0.2325,0.39
0.0975,0.2825,0.2325,0.3875
0.0975,0.28,0.2325,0.39
0.0975,0.28,0.235,0.3875
0.1,0.2775,0.235,0.3875
0.1,0.2775,0.235,0.3875
0.1,0.2775,0.2375,0.385
0.1,0.275,0.2375,0.3875
0.1,0.2775,0.235,0.3875
0.1,0.275,0.2375,0.3875
0.1,0.2725,0.24,0.3875
0.1,0.275,0.24,0.385
0.1,0.275,0.2425,0.3825
0.1,0.275,0.2425,0.3825
0.1,0.275,0.2425,0.3825
0.1025,0.275,0.2425,0.38
0.105,0.2725,0.2425,0.38
0.1075,0.2725,0.2425,0.3775
0.1075,0.275,0.24,0.3775
0.1075,0.275,0.24,0.3775
0.11,0.2725,0.24,0.3775
0.11,0.275,0.24,0.375
0.11,0.2775,0.24,0.3725
0.11,0.275,0.24,0.375
0.11,0.275,0.2375,0.3775
0.11,0.275,0.2375,0.3775
0.11,0.2725,0.2375,0.38
0.1075,0.2725,0.2375,0.3825
0.1075,0.27,0.2375,0.385
0.1075,0.2725,0.235,0.385
0.1075,0.275,0.235,0.3825
0.1075,0.275,0.2325,0.385
0.1075,0.2775,0.2325,0.3825
0.1075,0.2775,0.2325,0.3825
0.1075,0.28,0.2325,0.38
0.1075,0.2775,0.2325,0.3825
0.1075,0.2775,0.2325,0.3825
0.1075,0.2775,0.23,0.385
0.105,0.2775,0.23,0.3875
0.105,0.275,0.23,0.39
0.105,0.2725,0.23,0.3925
0.105,0.275,0.23,0.39
0.105,0.275,0.23,0.39
0.105,0.2775,0.23,0.3875
0.105,0.2775,0.23,0.3875
0.105,0.2775,0.23,0.3875
0.105,0.2775,0.2325,0.385
0.1075,0.2775,0.2325,0.3825
0.1075,0.2775,0.235,0.38
0.11,0.2775,0.235,0.3775
0.11,0.2775,0.235,0.3775
0.11,0.2775,0.2375,0.375
0.11,0.2775,0.24,0.3725
0.11,0.2775,0.24,0.3725
0.11,0.2775,0.24,0.3725
0.1075,0.2775,0.2425,0.3725
0.1075,0.275,0.2425,0.375
0.1075,0.2725,0.2425,0.3775
0.1075,0.275,0.24,0.3775
0.1075,0.275,0.24,0.3775
0.1075,0.2725,0.2425,0.3775
0.1075,0.2725,0.24,0.38
0.1075,0.2725,0.24,0.38
0.105,0.2725,0.24,0.3825
0.105,0.27,0.2425,0.3825
0.105,0.2725,0.2425,0.38
0.105,0.275,0.24,0.38
0.105,0.275,0.24,0.38
0.105,0.2725,0.2425,0.38
0.1025,0.2725,0.245,0.38
0.1,0.275,0.245,0.38
0.1025,0.275,0.2425,0.38
0.1025,0.2775,0.2425,0.3775
0.1025,0.2775,0.24,0.38
0.1025,0.28,0.2375,0.38
0.1025,0.2775,0.24,0.38
0.1025,0.275,0.2425,0.38
0.1025,0.2775,0.24,0.38
0.1025,0.2775,0.24,0.38
0.1025,0.275,0.24,0.3825
0.1025,0.275,0.24,0.3825
0.1025,0.2725,0.24,0.385
0.1025,0.2725,0.24,0.385
0.1025,0.2725,0.2375,0.3875
0.105,0.2725,0.235,0.3875
0.105,0.27,0.235,0.39
0.105,0.27,0.235,0.39
0.105,0.27,0.235,0.39
0.105,0.2675,0.235,0.3925
0.105,0.2675,0.2325,0.395
0.1075,0.265,0.2325,0.395
0.1075,0.265,0.2325,0.395
0.11,0.265,0.23,0.395
0.11,0.265,0.23,0.395
0.1075,0.265,0.23,0.3975
0.1075,0.265,0.23,0.3975
0.11,0.2625,0.23,0.3975
0.11,0.2625,0.23,0.3975
0.1125,0.2625,0.23,0.395
0.11,0.2625,0.23,0.3975
0.11,0.2625,0.23,0.3975
0.11,0.2625,0.2275,0.4
0.11,0.26,0.23,0.4
0.1075,0.2625,0.23,0.4
0.1075,0.2625,0.2325,0.3975
0.1075,0.2625,0.23,0.4
0.1075,0.26,0.2325,0.4
0.1075,0.2575,0.2325,0.4025
0.1075,0.26,0.2325,0.4
0.1075,0.26,0.2325,0.4
0.1075,0.2625,0.2325,0.3975
0.1075,0.2625,0.23,0.4
0.1075,0.2625,0.23,0.4
0.1075,0.2625,0.23,0.4
0.1075,0.2625,0.23,0.4
0.105,0.265,0.23,0.4
0.105,0.2625,0.23,0.4025
0.105,0.2625,0.2275,0.405
0.105,0.26,0.2275,0.4075
0.1025,0.26,0.23,0.4075
0.1025,0.2575,0.23,0.41
0.1025,0.2575,0.2275,0.4125
0.1025,0.2575,0.2275,0.4125
0.105,0.255,0.2275,0.4125
0.105,0.255,0.225,0.415
0.105,0.255,0.2225,0.4175
0.105,0.255,0.2225,0.4175
0.1075,0.255,0.2225,0.415
0.1075,0.2575,0.2225,0.4125
0.1075,0.26,0.22,0.4125
0.1075,0.26,0.2225,0.41
0.1075,0.2575,0.2225,0.4125
0.1075,0.255,0.2225,0.415
0.1075,0.255,0.22,0.4175
0.1075,0.255,0.2175,0.42
0.1075,0.255,0.22,0.4175
0.105,0.255,0.2225,0.4175
0.105,0.2575,0.2225,0.415
0.1075,0.2575,0.22,0.415
0.105,0.2575,0.22,0.4175
0.105,0.255,0.22,0.42
0.105,0.255,0.22,0.42
0.1075,0.255,0.22,0.4175
0.1075,0.255,0.22,0.4175
0.105,0.255,0.2225,0.4175
0.105,0.255,0.2225,0.4175
0.105,0.255,0.2225,0.4175
0.105,0.255,0.2225,0.4175
0.105,0.255,0.2225,0.4175
0.105,0.2525,0.2225,0.42
0.105,0.2525,0.22,0.4225
0.105,0.2525,0.2225,0.42
0.105,0.25,0.2225,0.4225
0.1025,0.25,0.2225,0.425
0.1025,0.2475,0.225,0.425
0.1025,0.245,0.225,0.4275
0.105,0.2425,0.225,0.4275
0.105,0.2425,0.2225,0.43
0.105,0.24,0.2225,0.4325
0.105,0.2425,0.2225,0.43
0.105,0.2425,0.2225,0.43
0.105,0.2425,0.2225,0.43
0.105,0.2425,0.225,0.4275
0.105,0.245,0.225,0.425
0.105,0.2425,0.225,0.4275
0.1075,0.2425,0.225,0.425
0.1075,0.2425,0.225,0.425
0.11,0.2425,0.225,0.4225
0.11,0.2425,0.225,0.4225
0.11,0.2425,0.225,0.4225
0.1125,0.2425,0.2225,0.4225
0.1125,0.24,0.2225,0.425
0.1125,0.24,0.22,0.4275
0.1125,0.24,0.2175,0.43
0.1125,0.2425,0.2175,0.4275
0.1125,0.2425,0.215,0.43
0.1125,0.2425,0.215,0.43
0.115,0.2425,0.215,0.4275
0.115,0.2425,0.215,0.4275
0.115,0.245,0.215,0.425
0.115,0.2425,0.215,0.4275
0.1125,0.245,0.215,0.4275
0.1125,0.2475,0.215,0.425
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.1125,0.25,0.2125,0.425
0.1125,0.25,0.2125,0.425
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.215,0.425
0.1125,0.25,0.215,0.4225
0.1125,0.25,0.215,0.4225
0.1125,0.2475,0.215,0.425
0.1125,0.2475,0.215,0.425
0.1125,0.2475,0.215,0.425
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.115,0.2475,0.2125,0.425
0.115,0.2475,0.2125,0.425
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.11,0.2475,0.2125,0.43
0.1075,0.25,0.2125,0.43
0.1075,0.25,0.215,0.4275
0.1075,0.25,0.215,0.4275
0.1075,0.25,0.215,0.4275
0.11,0.25,0.215,0.425
0.11,0.25,0.215,0.425
0.11,0.25,0.215,0.425
0.11,0.25,0.2175,0.4225
0.11,0.2525,0.2175,0.42
0.11,0.255,0.2175,0.4175
0.11,0.255,0.2175,0.4175
0.11,0.2525,0.2175,0.42
0.11,0.2525,0.2175,0.42
0.11,0.2525,0.2175,0.42
0.11,0.2525,0.2175,0.42
0.1075,0.2525,0.2175,0.4225
0.1075,0.2525,0.2175,0.4225
0.1075,0.25,0.2175,0.425
0.1075,0.25,0.22,0.4225
0.1075,0.25,0.22,0.4225
0.1075,0.2525,0.2175,0.4225
0.1075,0.2525,0.2175,0.4225
0.1075,0.25,0.2175,0.425
0.1075,0.25,0.2175,0.425
0.1075,0.25,0.2175,0.425
0.1075,0.25,0.215,0.4275
0.1075,0.25,0.215,0.4275
0.1075,0.25,0.215,0.4275
0.1075,0.25,0.2125,0.43
0.1075,0.2525,0.2125,0.4275
0.1075,0.25,0.215,0.4275
0.1075,0.25,0.215,0.4275
0.1075,0.2475,0.215,0.43
0.11,0.2475,0.2125,0.43
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.2125,0.4275
0.1125,0.2475,0.21,0.43
0.11,0.2475,0.21,0.4325
0.1075,0.2475,0.2125,0.4325
0.1075,0.2475,0.2125,0.4325
0.1075,0.25,0.2125,0.43
0.1075,0.25,0.2125,0.43
0.1075,0.25,0.215,0.4275
0.1075,0.2475,0.2175,0.4275
0.1075,0.2475,0.2175,0.4275
0.105,0.25,0.2175,0.4275
0.105,0.25,0.215,0.43
0.105,0.25,0.2175,0.4275
0.105,0.2525,0.2175,0.425
0.105,0.2525,0.2175,0.425
0.105,0.2525,0.22,0.4225
0.105,0.2525,0.22,0.4225
0.1075,0.2525,0.22,0.42
0.1075,0.25,0.2225,0.42
0.1075,0.2475,0.225,0.42
0.1075,0.2475,0.2275,0.4175
0.1075,0.2475,0.2275,0.4175
0.1075,0.25,0.225,0.4175
0.1075,0.25,0.2275,0.415
0.1075,0.2525,0.225,0.415
0.105,0.2525,0.2275,0.415
0.105,0.2525,0.2275,0.415
0.105,0.2525,0.2275,0.415
0.105,0.255,0.225,0.415
0.105,0.2575,0.225,0.4125
0.105,0.26,0.2225,0.4125
0.1075,0.2575,0.2225,0.4125
0.1075,0.2575,0.2225,0.4125
0.11,0.2575,0.2225,0.41
0.11,0.2575,0.2225,0.41
0.11,0.2575,0.22,0.4125
0.11,0.2575,0.22,0.4125
0.11,0.2575,0.2175,0.415
0.11,0.2575,0.22,0.4125
0.11,0.26,0.2175,0.4125
0.11,0.2575,0.2175,0.415
0.11,0.26,0.2175,0.4125
0.11,0.26,0.2175,0.4125
0.11,0.2575,0.2175,0.415
0.11,0.26,0.2175,0.4125
0.11,0.26,0.2175,0.4125
0.11,0.2625,0.215,0.4125
0.11,0.2625,0.215,0.4125
0.11,0.265,0.215,0.41
0.11,0.265,0.215,0.41
0.11,0.265,0.215,0.41
0.11,0.265,0.215,0.41
0.11,0.2625,0.215,0.4125
0.1075,0.2625,0.215,0.415
0.1075,0.26,0.2175,0.415
0.1075,0.2575,0.22,0.415
0.1075,0.2575,0.22,0.415
0.1075,0.2575,0.22,0.415
0.1075,0.255,0.2225,0.415
0.1075,0.2525,0.2225,0.4175
0.1075,0.2525,0.22,0.42
0.1075,0.255,0.2175,0.42
0.1075,0.255,0.2175,0.42
0.1075,0.255,0.2175,0.42
0.1075,0.255,0.2175,0.42
0.1075,0.255,0.2175,0.42
0.1075,0.255,0.22,0.4175
0.1075,0.2575,0.2175,0.4175
0.1075,0.26,0.2175,0.415
0.1075,0.26,0.2175,0.415
0.1075,0.2625,0.215,0.415
0.1075,0.2625,0.2175,0.4125
0.1075,0.2625,0.2175,0.4125
0.1075,0.2625,0.215,0.415
0.11,0.2625,0.2125,0.415
0.11,0.2625,0.2125,0.415
0.11,0.2625,0.215,0.4125
0.11,0.2625,0.215,0.4125
0.1125,0.26,0.215,0.4125
0.115,0.2575,0.215,0.4125
0.115,0.26,0.215,0.41
0.1175,0.2575,0.215,0.41
0.1175,0.26,0.215,0.4075
0.1175,0.2625,0.215,0.405
0.115,0.2625,0.2175,0.405
0.1175,0.2625,0.2175,0.4025
0.1175,0.2625,0.22,0.4
0.1175,0.2625,0.2225,0.3975
0.1175,0.26,0.2225,0.4
0.1175,0.26,0.225,0.3975
